"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
8637,11,13,1983,5,"OL","M",20,39,"Onychomys","leucogaster","Rodent","Rodent Exclosure"
5638,3,30,1982,3,"OL","F",21,32,"Onychomys","leucogaster","Rodent","Long-term Krat Exclosure"
11400,4,13,1986,4,"DS","F",49,125,"Dipodomys","spectabilis","Rodent","Control"
9010,4,9,1984,14,"RM","M",16,11,"Reithrodontomys","megalotis","Rodent","Control"
462,12,11,1977,17,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
26451,7,9,1997,12,"DM","F",35,45,"Dipodomys","merriami","Rodent","Control"
23898,5,23,1996,22,"DM","F",37,42,"Dipodomys","merriami","Rodent","Control"
20687,2,26,1993,6,"RM","F",16,12,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
11876,9,7,1986,1,"DM","M",37,54,"Dipodomys","merriami","Rodent","Spectab exclosure"
27170,11,22,1997,24,"PE","F",20,21,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
22184,4,1,1995,17,"DM","M",37,55,"Dipodomys","merriami","Rodent","Control"
12718,4,26,1987,9,"DM","M",36,47,"Dipodomys","merriami","Rodent","Spectab exclosure"
28878,11,22,1998,4,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
7090,11,22,1982,12,"PE","M",19,17,"Peromyscus","eremicus","Rodent","Control"
25100,2,9,1997,8,"DM","M",34,39,"Dipodomys","merriami","Rodent","Control"
26588,7,29,1997,17,"DM","F",35,42,"Dipodomys","merriami","Rodent","Control"
31915,3,25,2001,13,"PB","M",26,44,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
10251,4,20,1985,12,"DM","F",38,44,"Dipodomys","merriami","Rodent","Control"
34295,6,16,2002,3,"PI","M",22,21,"Chaetodipus","intermedius","Rodent","Long-term Krat Exclosure"
26402,7,9,1997,7,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
13006,7,1,1987,11,"DM","M",35,44,"Dipodomys","merriami","Rodent","Control"
13840,11,22,1987,13,"DM","F",35,38,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
28517,9,19,1998,21,"PP","F",22,16,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
7790,4,17,1983,4,"DS","F",51,127,"Dipodomys","spectabilis","Rodent","Control"
10325,4,21,1985,1,"DM","F",36,46,"Dipodomys","merriami","Rodent","Spectab exclosure"
31305,8,26,2000,6,"PB","M",26,25,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
22359,6,8,1995,6,"PF","F",16,9,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
32147,5,27,2001,15,"PP","F",22,21,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
35180,11,10,2002,15,"PB","M",26,38,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
32991,10,14,2001,13,"PB","M",28,33,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
20532,12,21,1992,24,"RM","F",17,10,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
27784,5,2,1998,12,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
21166,10,15,1993,12,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
31098,7,22,2000,1,"PB","F",26,23,"Chaetodipus","baileyi","Rodent","Spectab exclosure"
34330,6,16,2002,11,"OT","M",20,23,"Onychomys","torridus","Rodent","Control"
10448,5,24,1985,7,"RM","F",18,12,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
5675,3,30,1982,9,"DS","F",51,140,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
6600,9,18,1982,13,"DM","M",36,48,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
25208,3,15,1997,22,"DM","M",37,57,"Dipodomys","merriami","Rodent","Control"
20857,5,22,1993,12,"DM","F",35,47,"Dipodomys","merriami","Rodent","Control"
5130,12,31,1981,24,"PE","F",22,23,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
11306,3,9,1986,5,"DM","F",36,44,"Dipodomys","merriami","Rodent","Rodent Exclosure"
3251,9,7,1980,24,"NL","F",33,139,"Neotoma","albigula","Rodent","Rodent Exclosure"
7878,5,14,1983,21,"PF","F",17,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
10873,10,12,1985,17,"DO","M",35,50,"Dipodomys","ordii","Rodent","Control"
7308,1,13,1983,1,"DM","F",36,40,"Dipodomys","merriami","Rodent","Spectab exclosure"
23117,12,21,1995,2,"DM","M",35,23,"Dipodomys","merriami","Rodent","Control"
17032,1,29,1990,21,"RM","M",17,8,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
34437,7,13,2002,12,"DO","M",37,51,"Dipodomys","ordii","Rodent","Control"
20366,9,26,1992,12,"DM","F",33,52,"Dipodomys","merriami","Rodent","Control"
27452,1,31,1998,21,"PB","M",26,35,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
15473,1,11,1989,9,"RM","F",16,9,"Reithrodontomys","megalotis","Rodent","Spectab exclosure"
16476,9,4,1989,8,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
31242,8,25,2000,22,"PB","F",27,43,"Chaetodipus","baileyi","Rodent","Control"
5424,2,23,1982,3,"RM","M",16,7,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
18001,11,10,1990,12,"DM","F",36,46,"Dipodomys","merriami","Rodent","Control"
16776,12,4,1989,17,"DO","F",36,50,"Dipodomys","ordii","Rodent","Control"
30927,7,1,2000,12,"PB","F",25,34,"Chaetodipus","baileyi","Rodent","Control"
6444,8,16,1982,4,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
25762,5,10,1997,18,"PP","F",22,20,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
31148,7,22,2000,21,"PB","F",26,27,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
21328,2,1,1994,1,"DM","F",36,41,"Dipodomys","merriami","Rodent","Spectab exclosure"
26170,6,11,1997,16,"PM","F",21,16,"Peromyscus","maniculatus","Rodent","Rodent Exclosure"
29564,5,15,1999,1,"DO","M",37,37,"Dipodomys","ordii","Rodent","Spectab exclosure"
15971,5,9,1989,20,"RM","M",17,10,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
30168,1,8,2000,1,"PB","M",25,24,"Chaetodipus","baileyi","Rodent","Spectab exclosure"
14395,4,18,1988,9,"DM","M",35,27,"Dipodomys","merriami","Rodent","Spectab exclosure"
17207,2,25,1990,9,"DM","M",36,47,"Dipodomys","merriami","Rodent","Spectab exclosure"
30203,1,8,2000,20,"PB","M",26,42,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
35442,12,29,2002,17,"PB","F",27,30,"Chaetodipus","baileyi","Rodent","Control"
29646,5,16,1999,6,"PB","M",27,43,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
19544,1,8,1992,21,"RM","F",14,9,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
9627,10,20,1984,23,"RM","F",17,12,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
16663,11,5,1989,14,"DM","M",36,41,"Dipodomys","merriami","Rodent","Control"
20135,7,4,1992,14,"DM","M",35,38,"Dipodomys","merriami","Rodent","Control"
33195,11,18,2001,13,"PB","M",27,31,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
29940,11,6,1999,1,"PB","F",26,22,"Chaetodipus","baileyi","Rodent","Spectab exclosure"
10834,9,22,1985,8,"DM","F",34,50,"Dipodomys","merriami","Rodent","Control"
876,5,17,1978,6,"DM","M",36,41,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
31259,8,25,2000,20,"PB","F",26,22,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
26048,6,10,1997,12,"PM","M",20,20,"Peromyscus","maniculatus","Rodent","Control"
30675,4,31,2000,4,"PB","M",26,36,"Chaetodipus","baileyi","Rodent","Control"
4386,5,3,1981,12,"DS","M",51,136,"Dipodomys","spectabilis","Rodent","Control"
16003,5,9,1989,1,"PE","M",21,22,"Peromyscus","eremicus","Rodent","Spectab exclosure"
9417,8,1,1984,8,"DO","M",35,52,"Dipodomys","ordii","Rodent","Control"
17957,10,17,1990,21,"OT","F",20,24,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
29708,6,12,1999,12,"DM","F",36,44,"Dipodomys","merriami","Rodent","Control"
32516,8,26,2001,6,"PB","M",27,28,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
12601,4,6,1987,11,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
17936,10,16,1990,9,"DM","M",37,47,"Dipodomys","merriami","Rodent","Spectab exclosure"
16570,10,8,1989,17,"DO","M",36,56,"Dipodomys","ordii","Rodent","Control"
20980,7,14,1993,12,"PP","M",22,19,"Chaetodipus","penicillatus","Rodent","Control"
31520,11,25,2000,2,"PE","M",20,23,"Peromyscus","eremicus","Rodent","Control"
14610,6,12,1988,3,"RF","F",20,15,"Reithrodontomys","fulvescens","Rodent","Long-term Krat Exclosure"
26222,6,11,1997,21,"PB","M",28,29,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
8176,8,15,1983,12,"OT","F",21,24,"Onychomys","torridus","Rodent","Control"
30654,4,31,2000,6,"PP","M",23,24,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
14468,5,14,1988,17,"DO","M",36,52,"Dipodomys","ordii","Rodent","Control"
7933,5,15,1983,11,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
31602,11,26,2000,14,"OT","F",21,32,"Onychomys","torridus","Rodent","Control"
26093,6,10,1997,12,"OT","M",21,28,"Onychomys","torridus","Rodent","Control"
27743,3,29,1998,22,"DM","M",36,50,"Dipodomys","merriami","Rodent","Control"
26331,7,9,1997,9,"PF","M",16,6,"Perognathus","flavus","Rodent","Spectab exclosure"
30744,6,3,2000,12,"OT","F",20,26,"Onychomys","torridus","Rodent","Control"
16421,9,3,1989,18,"PP","F",24,15,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
2349,1,16,1980,6,"DM","F",37,46,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
35195,12,7,2002,1,"DO","M",35,42,"Dipodomys","ordii","Rodent","Spectab exclosure"
21118,9,16,1993,17,"PF","M",15,7,"Perognathus","flavus","Rodent","Control"
29862,10,9,1999,2,"PP","M",22,19,"Chaetodipus","penicillatus","Rodent","Control"
20314,8,30,1992,14,"DM","M",35,40,"Dipodomys","merriami","Rodent","Control"
15052,11,5,1988,22,"DM","F",37,46,"Dipodomys","merriami","Rodent","Control"
22376,6,27,1995,18,"PP","F",23,22,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
34416,7,13,2002,1,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
32945,10,14,2001,11,"PB","F",27,30,"Chaetodipus","baileyi","Rodent","Control"
35018,11,9,2002,19,"PB","M",27,35,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34686,9,8,2002,17,"PB","F",26,31,"Chaetodipus","baileyi","Rodent","Control"
3269,9,7,1980,20,"DS","F",54,150,"Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
16945,1,7,1990,8,"DM","F",35,49,"Dipodomys","merriami","Rodent","Control"
33423,2,9,2002,3,"DM","M",36,49,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
856,5,6,1978,9,"DM","F",37,50,"Dipodomys","merriami","Rodent","Spectab exclosure"
496,12,11,1977,17,"DM","F",36,37,"Dipodomys","merriami","Rodent","Control"
27214,11,22,1997,2,"PE","M",20,21,"Peromyscus","eremicus","Rodent","Control"
5379,2,22,1982,19,"RM","M",17,12,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
26950,9,28,1997,11,"PM","M",21,20,"Peromyscus","maniculatus","Rodent","Control"
16547,10,8,1989,12,"PP","M",22,15,"Chaetodipus","penicillatus","Rodent","Control"
14381,4,18,1988,7,"RM","F",16,14,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
3368,10,12,1980,6,"DM","M",37,39,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
24493,9,22,1996,14,"DM","F",36,49,"Dipodomys","merriami","Rodent","Control"
25443,4,12,1997,12,"DM","M",35,44,"Dipodomys","merriami","Rodent","Control"
23859,4,15,1996,6,"DO","M",37,59,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
24687,11,16,1996,22,"OT","F",22,25,"Onychomys","torridus","Rodent","Control"
15650,2,5,1989,15,"OL","M",22,33,"Onychomys","leucogaster","Rodent","Long-term Krat Exclosure"
1922,7,25,1979,2,"DS","F",50,80,"Dipodomys","spectabilis","Rodent","Control"
11832,9,6,1986,12,"DM","F",37,44,"Dipodomys","merriami","Rodent","Control"
11657,7,3,1986,12,"DM","M",36,50,"Dipodomys","merriami","Rodent","Control"
3534,11,9,1980,12,"DM","M",36,56,"Dipodomys","merriami","Rodent","Control"
16783,12,4,1989,17,"RM","M",17,10,"Reithrodontomys","megalotis","Rodent","Control"
35026,11,9,2002,19,"PB","F",25,34,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
10637,8,19,1985,14,"DM","M",37,52,"Dipodomys","merriami","Rodent","Control"
16140,6,3,1989,18,"PM","F",20,23,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
30725,6,3,2000,1,"DM","M",35,49,"Dipodomys","merriami","Rodent","Spectab exclosure"
15969,4,2,1989,7,"PE","M",22,21,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
21559,5,18,1994,19,"PF","M",16,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
9468,8,25,1984,17,"DM","F",35,42,"Dipodomys","merriami","Rodent","Control"
19247,11,13,1991,19,"OT","M",20,22,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
25680,4,13,1997,14,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
15133,11,6,1988,11,"DM","F",35,38,"Dipodomys","merriami","Rodent","Control"
32463,8,25,2001,20,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
14125,2,22,1988,15,"PE","M",21,24,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
32125,5,27,2001,8,"OT","F",21,32,"Onychomys","torridus","Rodent","Control"
1527,12,3,1978,6,"DS","F",50,111,"Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
13894,1,23,1988,19,"RM","M",16,8,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
1898,7,4,1979,2,"PP","M",20,10,"Chaetodipus","penicillatus","Rodent","Control"
25274,3,15,1997,1,"DO","M",35,50,"Dipodomys","ordii","Rodent","Spectab exclosure"
11590,6,5,1986,3,"PP","F",22,14,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
23598,3,23,1996,2,"PE","M",20,25,"Peromyscus","eremicus","Rodent","Control"
1875,7,3,1979,20,"DS","M",46,43,"Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
2036,9,22,1979,21,"PE","F",19,24,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
30857,6,4,2000,9,"DO","M",35,44,"Dipodomys","ordii","Rodent","Spectab exclosure"
18313,1,12,1991,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
9578,9,30,1984,8,"DO","F",35,65,"Dipodomys","ordii","Rodent","Control"
16533,10,7,1989,8,"DM","F",37,45,"Dipodomys","merriami","Rodent","Control"
20513,10,19,1992,3,"RM","F",12,10,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
13741,11,22,1987,8,"DM","F",36,44,"Dipodomys","merriami","Rodent","Control"
6900,10,24,1982,14,"OL","M",21,36,"Onychomys","leucogaster","Rodent","Control"
28631,9,21,1998,15,"PP","M",22,14,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
15529,2,4,1989,1,"DM","M",39,50,"Dipodomys","merriami","Rodent","Spectab exclosure"
13228,8,25,1987,6,"DO","M",37,54,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
27952,5,29,1998,6,"PB","F",26,39,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
28700,10,24,1998,19,"PP","M",22,15,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
35182,11,10,2002,16,"PB","F",25,31,"Chaetodipus","baileyi","Rodent","Rodent Exclosure"
6770,10,23,1982,5,"OT","M",21,24,"Onychomys","torridus","Rodent","Rodent Exclosure"
30984,7,1,2000,24,"PP","M",21,21,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
4556,6,5,1981,17,"DM","F",34,26,"Dipodomys","merriami","Rodent","Control"
9223,5,27,1984,20,"DM","M",32,20,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
4710,7,30,1981,8,"DO","F",38,57,"Dipodomys","ordii","Rodent","Control"
13868,1,23,1988,14,"RM","F",17,11,"Reithrodontomys","megalotis","Rodent","Control"
27028,10,25,1997,12,"DM","M",34,43,"Dipodomys","merriami","Rodent","Control"
16520,10,7,1989,3,"OT","M",21,22,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
28923,12,22,1998,2,"OT","F",20,23,"Onychomys","torridus","Rodent","Control"
30024,11,7,1999,9,"DM","F",34,40,"Dipodomys","merriami","Rodent","Spectab exclosure"
12244,2,1,1987,4,"DM","F",34,43,"Dipodomys","merriami","Rodent","Control"
6084,6,29,1982,11,"DS","M",50,92,"Dipodomys","spectabilis","Rodent","Control"
5306,1,25,1982,14,"OL","M",21,44,"Onychomys","leucogaster","Rodent","Control"
25777,5,10,1997,12,"DO","F",35,54,"Dipodomys","ordii","Rodent","Control"
1970,8,21,1979,24,"DM","F",36,41,"Dipodomys","merriami","Rodent","Rodent Exclosure"
9620,10,20,1984,17,"DM","M",33,35,"Dipodomys","merriami","Rodent","Control"
8197,8,15,1983,12,"DM","F",35,30,"Dipodomys","merriami","Rodent","Control"
17543,5,24,1990,9,"DM","M",36,35,"Dipodomys","merriami","Rodent","Spectab exclosure"
11519,5,11,1986,8,"DS","F",49,103,"Dipodomys","spectabilis","Rodent","Control"
27113,10,26,1997,13,"OT","F",19,23,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
7667,4,16,1983,18,"DS","F",52,74,"Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
18274,1,12,1991,14,"RM","M",11,10,"Reithrodontomys","megalotis","Rodent","Control"
21148,9,17,1993,13,"OL","M",21,34,"Onychomys","leucogaster","Rodent","Short-term Krat Exclosure"
29347,3,14,1999,20,"RM","F",17,10,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
21433,3,11,1994,12,"DM","F",36,41,"Dipodomys","merriami","Rodent","Control"
25292,3,16,1997,15,"RM","M",16,11,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
30435,3,4,2000,2,"RM","F",17,13,"Reithrodontomys","megalotis","Rodent","Control"
2308,1,15,1980,8,"DM","M",35,40,"Dipodomys","merriami","Rodent","Control"
29480,4,17,1999,21,"PB","F",26,33,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
26453,7,9,1997,8,"DO","F",36,42,"Dipodomys","ordii","Rodent","Control"
15744,3,13,1989,20,"OT","M",21,28,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
33591,3,13,2002,12,"DO","F",36,63,"Dipodomys","ordii","Rodent","Control"
21022,7,15,1993,13,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
33445,2,9,2002,17,"DM","F",37,49,"Dipodomys","merriami","Rodent","Control"
5434,2,23,1982,14,"OL","M",18,36,"Onychomys","leucogaster","Rodent","Control"
26372,7,9,1997,19,"PE","M",20,16,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
22415,6,28,1995,11,"DM","F",37,31,"Dipodomys","merriami","Rodent","Control"
6478,8,16,1982,8,"DO","M",37,50,"Dipodomys","ordii","Rodent","Control"
22682,9,23,1995,2,"PP","F",21,16,"Chaetodipus","penicillatus","Rodent","Control"
28741,10,25,1998,3,"OT","F",20,20,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
7640,4,16,1983,21,"PF","M",16,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
22456,7,20,1995,12,"DM","F",35,43,"Dipodomys","merriami","Rodent","Control"
14626,6,12,1988,9,"DM","M",37,50,"Dipodomys","merriami","Rodent","Spectab exclosure"
1888,7,4,1979,18,"DS","M",46,59,"Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
21923,11,2,1994,8,"DM","M",37,43,"Dipodomys","merriami","Rodent","Control"
18279,1,12,1991,8,"DM","M",36,37,"Dipodomys","merriami","Rodent","Control"
19491,12,8,1991,3,"RM","M",16,9,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
7501,3,14,1983,24,"DM","M",35,44,"Dipodomys","merriami","Rodent","Rodent Exclosure"
26905,9,28,1997,4,"OT","M",19,28,"Onychomys","torridus","Rodent","Control"
18542,3,14,1991,3,"OT","M",20,28,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
21129,9,17,1993,3,"NL","M",35,137,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
32142,5,27,2001,14,"PP","M",23,13,"Chaetodipus","penicillatus","Rodent","Control"
19898,4,4,1992,22,"DM","F",32,45,"Dipodomys","merriami","Rodent","Control"
25812,5,10,1997,20,"PP","M",23,13,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
12436,3,2,1987,3,"RM","F",15,10,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
8447,10,15,1983,17,"DS","M",51,125,"Dipodomys","spectabilis","Rodent","Control"
1799,5,29,1979,17,"DS","M",49,147,"Dipodomys","spectabilis","Rodent","Control"
14230,3,20,1988,6,"OL","F",20,39,"Onychomys","leucogaster","Rodent","Short-term Krat Exclosure"
18243,1,11,1991,21,"RM","F",16,15,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
25172,3,15,1997,22,"DM","M",37,54,"Dipodomys","merriami","Rodent","Control"
10669,8,19,1985,24,"OT","F",21,28,"Onychomys","torridus","Rodent","Rodent Exclosure"
18198,1,11,1991,12,"OL","M",21,32,"Onychomys","leucogaster","Rodent","Control"
32724,9,23,2001,6,"PB","M",26,31,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
27092,10,26,1997,3,"DO","M",36,45,"Dipodomys","ordii","Rodent","Long-term Krat Exclosure"
11651,7,3,1986,12,"NL","F",30,134,"Neotoma","albigula","Rodent","Control"
33415,2,9,2002,2,"NL","M",33,120,"Neotoma","albigula","Rodent","Control"
28375,8,22,1998,19,"PB","M",26,28,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
21493,4,10,1994,12,"DM","F",37,41,"Dipodomys","merriami","Rodent","Control"
12848,5,28,1987,6,"DO","M",36,55,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
26384,7,9,1997,4,"PF","F",15,9,"Perognathus","flavus","Rodent","Control"
33587,3,13,2002,2,"DO","F",36,55,"Dipodomys","ordii","Rodent","Control"
22122,3,4,1995,1,"DM","F",34,22,"Dipodomys","merriami","Rodent","Spectab exclosure"
16682,11,5,1989,13,"PP","M",22,14,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
3817,1,31,1981,20,"PE","F",20,25,"Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
7580,3,15,1983,8,"DS","F",49,129,"Dipodomys","spectabilis","Rodent","Control"
28637,9,21,1998,16,"PM","F",21,26,"Peromyscus","maniculatus","Rodent","Rodent Exclosure"
34333,6,16,2002,11,"PP","F",22,10,"Chaetodipus","penicillatus","Rodent","Control"
9613,9,30,1984,8,"DS","M",47,130,"Dipodomys","spectabilis","Rodent","Control"
5420,2,23,1982,14,"DM","M",38,56,"Dipodomys","merriami","Rodent","Control"
35164,11,10,2002,14,"DM","F",34,45,"Dipodomys","merriami","Rodent","Control"
17912,10,16,1990,17,"DM","M",37,49,"Dipodomys","merriami","Rodent","Control"
19786,3,7,1992,2,"DO","F",35,52,"Dipodomys","ordii","Rodent","Control"
7135,11,22,1982,12,"DM","M",37,41,"Dipodomys","merriami","Rodent","Control"
18021,11,11,1990,3,"OT","F",20,18,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
7840,5,14,1983,21,"OT","M",20,29,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
11384,4,13,1986,8,"DS","M",54,150,"Dipodomys","spectabilis","Rodent","Control"
13940,1,24,1988,3,"NL","M",33,209,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
28132,6,28,1998,13,"PB","F",26,27,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
